,instance_folder,instance_id,noise_factor,sample,sample_durations,time_limit,solve_time,solver_status,obj_gap,obj_value
0,j20,1,2,0,"[0, 6, 4, 15, 1, 2, 4, 8, 1, 2, 2, 5, 10, 2, 7, 2, 3, 5, 6, 3, 5, 0]",10,0.0,Infeasible,,
1,j20,1,2,1,"[0, 11, 5, 5, 5, 2, 2, 10, 3, 2, 3, 2, 12, 2, 7, 2, 2, 1, 2, 1, 1, 0]",10,0.0,Infeasible,,
2,j20,1,2,2,"[0, 4, 3, 12, 1, 4, 2, 12, 1, 10, 2, 4, 13, 1, 1, 2, 4, 2, 3, 8, 1, 0]",10,0.0,Infeasible,,
3,j20,1,2,3,"[0, 5, 2, 5, 3, 2, 1, 9, 2, 5, 3, 5, 14, 2, 4, 1, 1, 1, 3, 3, 2, 0]",10,0.0,Infeasible,,
4,j20,1,2,4,"[0, 8, 4, 15, 3, 1, 1, 10, 2, 3, 2, 4, 3, 1, 7, 1, 3, 5, 6, 4, 6, 0]",10,0.00999999,Infeasible,,
5,j20,1,2,5,"[0, 9, 4, 15, 4, 5, 5, 10, 2, 6, 2, 1, 5, 1, 8, 1, 2, 2, 9, 3, 5, 0]",10,0.0,Infeasible,,
6,j20,1,2,6,"[0, 5, 1, 15, 2, 5, 2, 11, 3, 5, 2, 3, 10, 1, 7, 1, 2, 3, 7, 7, 3, 0]",10,0.0400002,Optimal,0.0,56.0
7,j20,1,2,7,"[0, 8, 1, 9, 2, 3, 5, 9, 1, 8, 2, 2, 5, 2, 6, 1, 3, 1, 8, 6, 1, 0]",10,0.12,Optimal,0.0,51.0
8,j20,1,2,8,"[0, 10, 1, 12, 4, 2, 2, 7, 1, 8, 2, 1, 14, 2, 9, 2, 2, 3, 8, 6, 6, 0]",10,0.0,Infeasible,,
9,j20,1,2,9,"[0, 5, 1, 8, 1, 4, 2, 4, 2, 10, 3, 1, 13, 2, 4, 1, 3, 1, 4, 6, 6, 0]",10,0.0,Infeasible,,
10,j20,2,2,0,"[0, 6, 14, 10, 2, 4, 7, 8, 2, 3, 2, 1, 2, 9, 2, 1, 5, 7, 6, 5, 5, 0]",10,0.03,Optimal,0.0,49.0
11,j20,2,2,1,"[0, 11, 15, 4, 1, 2, 3, 8, 2, 9, 10, 2, 2, 9, 2, 2, 1, 5, 2, 11, 9, 0]",10,0.00999999,Infeasible,,
12,j20,2,2,2,"[0, 4, 13, 11, 1, 4, 8, 6, 3, 12, 4, 1, 1, 4, 4, 1, 3, 5, 1, 6, 3, 0]",10,0.0,Infeasible,,
13,j20,2,2,3,"[0, 1, 7, 11, 3, 3, 11, 1, 8, 12, 4, 2, 1, 10, 6, 1, 4, 6, 4, 9, 9, 0]",10,0.0,Infeasible,,
14,j20,2,2,4,"[0, 1, 5, 12, 2, 4, 12, 7, 2, 11, 8, 2, 2, 4, 6, 2, 1, 1, 7, 7, 6, 0]",10,0.0,Infeasible,,
15,j20,2,2,5,"[0, 7, 5, 7, 2, 1, 6, 7, 6, 10, 8, 2, 1, 12, 1, 1, 3, 1, 8, 4, 8, 0]",10,0.00999999,Infeasible,,
